Experiment Results - 20250816_105910
==================================================
n_online_list: [100]
n_runs: 1000
alpha: 0.4
M: 1000
==================================================

Per-t selection conditional statistics (mean/std across simulations):
    Method |    t |  Count | CovMean |  CovStd | LenMedian |  LenStd | InfFracMean |  InfFracStd |  CalMean |   CalStd
 Randomize |   12 |    360 |   0.622 |   0.485 |   1.539 |     nan |       0.003 |       0.053 |  376.319 |   95.971
 Randomize |   13 |    369 |   0.642 |   0.479 |   1.568 |   0.604 |       0.000 |       0.000 |  376.257 |   87.247
 Randomize |   14 |    408 |   0.620 |   0.485 |   1.584 |   0.539 |       0.000 |       0.000 |  376.365 |   80.033
 Randomize |   15 |    393 |   0.646 |   0.478 |   1.574 |   0.533 |       0.000 |       0.000 |  377.262 |   82.711
 Randomize |   16 |    397 |   0.635 |   0.481 |   1.530 |   0.484 |       0.000 |       0.000 |  378.866 |   80.006
 Randomize |   17 |    375 |   0.637 |   0.481 |   1.508 |   0.477 |       0.000 |       0.000 |  375.856 |   77.099
 Randomize |   18 |    378 |   0.601 |   0.490 |   1.482 |   0.467 |       0.000 |       0.000 |  372.767 |   72.680
 Randomize |   19 |    392 |   0.658 |   0.474 |   1.510 |   0.454 |       0.000 |       0.000 |  374.895 |   72.232
 Randomize |   20 |    379 |   0.604 |   0.489 |   1.496 |   0.433 |       0.000 |       0.000 |  377.285 |   70.950
 Randomize |   21 |    389 |   0.625 |   0.484 |   1.456 |   0.416 |       0.000 |       0.000 |  383.799 |   67.642
 Randomize |   22 |    389 |   0.607 |   0.488 |   1.445 |   0.414 |       0.000 |       0.000 |  375.907 |   69.491
 Randomize |   23 |    375 |   0.667 |   0.471 |   1.488 |   0.385 |       0.000 |       0.000 |  378.624 |   69.403
 Randomize |   24 |    369 |   0.645 |   0.479 |   1.466 |   0.398 |       0.000 |       0.000 |  379.726 |   68.522
 Randomize |   25 |    396 |   0.634 |   0.482 |   1.456 |   0.392 |       0.000 |       0.000 |  377.457 |   66.259
 Randomize |   26 |    412 |   0.641 |   0.480 |   1.447 |   0.380 |       0.000 |       0.000 |  378.964 |   60.465
 Randomize |   27 |    397 |   0.617 |   0.486 |   1.456 |   0.380 |       0.000 |       0.000 |  380.985 |   64.666
 Randomize |   28 |    383 |   0.629 |   0.483 |   1.458 |   0.351 |       0.000 |       0.000 |  383.418 |   62.370
 Randomize |   29 |    365 |   0.652 |   0.476 |   1.442 |   0.358 |       0.000 |       0.000 |  379.416 |   62.481
 Randomize |   30 |    389 |   0.612 |   0.487 |   1.462 |   0.342 |       0.000 |       0.000 |  380.846 |   60.175
 Randomize |   31 |    385 |   0.639 |   0.480 |   1.455 |   0.331 |       0.000 |       0.000 |  380.127 |   59.636
 Randomize |   32 |    371 |   0.668 |   0.471 |   1.421 |   0.349 |       0.000 |       0.000 |  379.566 |   58.094
 Randomize |   33 |    403 |   0.628 |   0.483 |   1.438 |   0.323 |       0.000 |       0.000 |  379.298 |   58.425
 Randomize |   34 |    389 |   0.635 |   0.481 |   1.453 |   0.354 |       0.000 |       0.000 |  380.326 |   57.544
 Randomize |   35 |    369 |   0.629 |   0.483 |   1.433 |   0.349 |       0.000 |       0.000 |  382.545 |   53.487
 Randomize |   36 |    373 |   0.560 |   0.496 |   1.428 |   0.306 |       0.000 |       0.000 |  379.786 |   57.072
 Randomize |   37 |    387 |   0.669 |   0.470 |   1.426 |   0.324 |       0.000 |       0.000 |  376.669 |   53.865
 Randomize |   38 |    404 |   0.587 |   0.492 |   1.366 |   0.329 |       0.000 |       0.000 |  384.193 |   53.785
 Randomize |   39 |    356 |   0.643 |   0.479 |   1.453 |   0.308 |       0.000 |       0.000 |  381.789 |   55.057
 Randomize |   40 |    372 |   0.634 |   0.482 |   1.418 |   0.313 |       0.000 |       0.000 |  376.153 |   54.804
 Randomize |   41 |    376 |   0.641 |   0.480 |   1.421 |   0.307 |       0.000 |       0.000 |  383.771 |   54.221
 Randomize |   42 |    402 |   0.622 |   0.485 |   1.426 |   0.296 |       0.000 |       0.000 |  379.326 |   51.881
 Randomize |   43 |    401 |   0.633 |   0.482 |   1.404 |   0.296 |       0.000 |       0.000 |  378.738 |   50.320
 Randomize |   44 |    378 |   0.598 |   0.490 |   1.391 |   0.292 |       0.000 |       0.000 |  381.955 |   49.218
 Randomize |   45 |    393 |   0.593 |   0.491 |   1.408 |   0.291 |       0.000 |       0.000 |  381.448 |   49.070
 Randomize |   46 |    397 |   0.625 |   0.484 |   1.417 |   0.291 |       0.000 |       0.000 |  383.212 |   47.210
 Randomize |   47 |    380 |   0.642 |   0.479 |   1.389 |   0.280 |       0.000 |       0.000 |  381.784 |   49.260
 Randomize |   48 |    382 |   0.602 |   0.489 |   1.394 |   0.276 |       0.000 |       0.000 |  386.052 |   50.602
 Randomize |   49 |    355 |   0.572 |   0.495 |   1.385 |   0.270 |       0.000 |       0.000 |  383.085 |   48.641
 Randomize |   50 |    366 |   0.598 |   0.490 |   1.403 |   0.268 |       0.000 |       0.000 |  381.290 |   48.904
 Randomize |   51 |    401 |   0.549 |   0.498 |   1.384 |   0.268 |       0.000 |       0.000 |  376.940 |   47.052
 Randomize |   52 |    367 |   0.616 |   0.486 |   1.395 |   0.260 |       0.000 |       0.000 |  382.436 |   46.909
 Randomize |   53 |    392 |   0.610 |   0.488 |   1.402 |   0.286 |       0.000 |       0.000 |  380.923 |   49.127
 Randomize |   54 |    398 |   0.530 |   0.499 |   1.404 |   0.244 |       0.000 |       0.000 |  382.784 |   48.168
 Randomize |   55 |    359 |   0.621 |   0.485 |   1.402 |   0.263 |       0.000 |       0.000 |  379.370 |   45.089
 Randomize |   56 |    380 |   0.632 |   0.482 |   1.407 |   0.257 |       0.000 |       0.000 |  383.026 |   44.313
 Randomize |   57 |    392 |   0.599 |   0.490 |   1.389 |   0.251 |       0.000 |       0.000 |  380.997 |   46.695
 Randomize |   58 |    381 |   0.572 |   0.495 |   1.395 |   0.247 |       0.000 |       0.000 |  379.740 |   45.287
 Randomize |   59 |    377 |   0.615 |   0.487 |   1.397 |   0.256 |       0.000 |       0.000 |  377.294 |   42.902
 Randomize |   60 |    385 |   0.590 |   0.492 |   1.391 |   0.246 |       0.000 |       0.000 |  380.940 |   43.739
 Randomize |   61 |    388 |   0.603 |   0.489 |   1.403 |   0.233 |       0.000 |       0.000 |  379.704 |   43.094
 Randomize |   62 |    419 |   0.561 |   0.496 |   1.393 |   0.243 |       0.000 |       0.000 |  382.186 |   42.950
 Randomize |   63 |    402 |   0.602 |   0.489 |   1.407 |   0.246 |       0.000 |       0.000 |  386.318 |   42.240
 Randomize |   64 |    388 |   0.629 |   0.483 |   1.385 |   0.232 |       0.000 |       0.000 |  379.131 |   42.815
 Randomize |   65 |    382 |   0.615 |   0.487 |   1.385 |   0.240 |       0.000 |       0.000 |  383.974 |   43.151
 Randomize |   66 |    374 |   0.570 |   0.495 |   1.389 |   0.228 |       0.000 |       0.000 |  379.471 |   41.913
 Randomize |   67 |    385 |   0.592 |   0.491 |   1.369 |   0.255 |       0.000 |       0.000 |  382.117 |   41.491
 Randomize |   68 |    398 |   0.565 |   0.496 |   1.385 |   0.231 |       0.000 |       0.000 |  382.070 |   38.944
 Randomize |   69 |    397 |   0.592 |   0.491 |   1.375 |   0.219 |       0.000 |       0.000 |  378.181 |   42.030
 Randomize |   70 |    401 |   0.628 |   0.483 |   1.376 |   0.219 |       0.000 |       0.000 |  382.177 |   40.433
 Randomize |   71 |    372 |   0.653 |   0.476 |   1.403 |   0.225 |       0.000 |       0.000 |  384.126 |   41.814
 Randomize |   72 |    394 |   0.617 |   0.486 |   1.400 |   0.226 |       0.000 |       0.000 |  383.419 |   39.915
 Randomize |   73 |    397 |   0.574 |   0.494 |   1.384 |   0.212 |       0.000 |       0.000 |  383.645 |   39.743
 Randomize |   74 |    395 |   0.608 |   0.488 |   1.393 |   0.223 |       0.000 |       0.000 |  384.552 |   40.637
 Randomize |   75 |    361 |   0.632 |   0.482 |   1.390 |   0.210 |       0.000 |       0.000 |  380.867 |   41.551
 Randomize |   76 |    381 |   0.669 |   0.470 |   1.384 |   0.241 |       0.000 |       0.000 |  385.585 |   38.092
 Randomize |   77 |    399 |   0.632 |   0.482 |   1.384 |   0.212 |       0.000 |       0.000 |  381.431 |   39.540
 Randomize |   78 |    384 |   0.641 |   0.480 |   1.396 |   0.228 |       0.000 |       0.000 |  383.688 |   40.517
 Randomize |   79 |    372 |   0.562 |   0.496 |   1.380 |   0.201 |       0.000 |       0.000 |  383.602 |   40.322
 Randomize |   80 |    408 |   0.591 |   0.492 |   1.375 |   0.218 |       0.000 |       0.000 |  381.650 |   38.636
 Randomize |   81 |    396 |   0.609 |   0.488 |   1.376 |   0.207 |       0.000 |       0.000 |  379.078 |   39.985
 Randomize |   82 |    380 |   0.605 |   0.489 |   1.387 |   0.222 |       0.000 |       0.000 |  381.461 |   41.406
 Randomize |   83 |    398 |   0.623 |   0.485 |   1.376 |   0.218 |       0.000 |       0.000 |  387.078 |   39.913
 Randomize |   84 |    393 |   0.585 |   0.493 |   1.387 |   0.212 |       0.000 |       0.000 |  382.524 |   39.745
 Randomize |   85 |    373 |   0.657 |   0.475 |   1.396 |   0.204 |       0.000 |       0.000 |  382.810 |   38.603
 Randomize |   86 |    370 |   0.570 |   0.495 |   1.370 |   0.220 |       0.000 |       0.000 |  385.924 |   39.347
 Randomize |   87 |    392 |   0.599 |   0.490 |   1.370 |   0.205 |       0.000 |       0.000 |  384.398 |   40.016
 Randomize |   88 |    398 |   0.555 |   0.497 |   1.373 |   0.210 |       0.000 |       0.000 |  384.374 |   38.530
 Randomize |   89 |    388 |   0.634 |   0.482 |   1.378 |   0.205 |       0.000 |       0.000 |  381.394 |   39.381
 Randomize |   90 |    374 |   0.639 |   0.480 |   1.386 |   0.214 |       0.000 |       0.000 |  380.190 |   37.610
 Randomize |   91 |    395 |   0.608 |   0.488 |   1.402 |   0.205 |       0.000 |       0.000 |  383.094 |   35.909
 Randomize |   92 |    374 |   0.607 |   0.488 |   1.388 |   0.203 |       0.000 |       0.000 |  381.321 |   38.557
 Randomize |   93 |    391 |   0.616 |   0.486 |   1.386 |   0.208 |       0.000 |       0.000 |  382.680 |   37.304
 Randomize |   94 |    369 |   0.621 |   0.485 |   1.382 |   0.201 |       0.000 |       0.000 |  383.932 |   34.555
 Randomize |   95 |    411 |   0.608 |   0.488 |   1.365 |   0.188 |       0.000 |       0.000 |  384.764 |   37.721
 Randomize |   96 |    383 |   0.624 |   0.484 |   1.397 |   0.187 |       0.000 |       0.000 |  385.319 |   35.921
 Randomize |   97 |    414 |   0.635 |   0.481 |   1.378 |   0.207 |       0.000 |       0.000 |  384.778 |   35.999
 Randomize |   98 |    415 |   0.600 |   0.490 |   1.370 |   0.186 |       0.000 |       0.000 |  385.198 |   35.501
 Randomize |   99 |    392 |   0.645 |   0.478 |   1.380 |   0.195 |       0.000 |       0.000 |  383.508 |   36.975
