method,n_online,run_id,t,is_covered,length,is_inf,cal_size,selected_total
upper,50,1,0,1,inf,1,0.0,37
upper,50,1,1,1,inf,1,2.0,37
upper,50,1,2,1,inf,1,6.0,37
upper,50,1,3,1,inf,1,24.0,37
upper,50,1,4,1,inf,1,120.0,37
upper,50,1,5,1,inf,1,720.0,37
upper,50,1,6,1,4.755911902448183,0,1001.0,37
upper,50,1,7,1,4.755911902448183,0,1001.0,37
upper,50,1,8,1,2.009980538252859,0,1001.0,37
upper,50,1,9,1,2.009980538252859,0,1001.0,37
upper,50,1,10,1,2.009980538252859,0,1001.0,37
upper,50,1,11,1,1.69715744903107,0,1001.0,37
upper,50,1,12,1,1.69715744903107,0,1001.0,37
upper,50,1,13,1,1.4888696840230065,0,1001.0,37
upper,50,1,14,1,1.4888696840230065,0,1001.0,37
upper,50,1,15,1,1.4888696840230065,0,1001.0,37
upper,50,1,16,1,1.4067497826256845,0,1001.0,37
upper,50,1,17,1,1.4067497826256847,0,1001.0,37
upper,50,1,18,1,1.0192729738910788,0,1001.0,37
upper,50,1,19,1,1.0192729738910788,0,1001.0,37
upper,50,1,20,0,1.0192729738910788,0,1001.0,37
upper,50,1,21,1,1.4067497826256847,0,1001.0,37
upper,50,1,22,1,1.0192729738910788,0,1001.0,37
upper,50,1,23,1,1.0192729738910788,0,1001.0,37
upper,50,1,24,0,1.0192729738910788,0,1001.0,37
upper,50,1,25,0,1.0192729738910788,0,1001.0,37
upper,50,1,26,0,1.0192729738910788,0,1001.0,37
upper,50,1,27,0,1.333515951424257,0,1001.0,37
upper,50,1,28,0,1.333515951424257,0,1001.0,37
upper,50,1,29,0,1.386345286318087,0,1001.0,37
upper,50,1,30,1,1.4067497826256843,0,1000.0,37
upper,50,1,31,1,1.3863452863180872,0,998.0,37
upper,50,1,32,0,1.3599306188711722,0,991.5,37
upper,50,1,33,1,1.4067497826256843,0,972.5,37
upper,50,1,34,1,1.4067497826256847,0,911.5,37
upper,50,1,35,1,1.3863452863180874,0,783.5,37
upper,50,1,36,1,1.333515951424257,0,668.0,37
upper,50,0,0,1,inf,1,0.0,38
upper,50,0,1,1,inf,1,2.0,38
upper,50,0,2,1,inf,1,6.0,38
upper,50,0,3,1,inf,1,24.0,38
upper,50,0,4,1,inf,1,120.0,38
upper,50,0,5,1,inf,1,720.0,38
upper,50,0,6,1,1.632926946566859,0,1001.0,38
upper,50,0,7,1,1.6329269465668588,0,1001.0,38
upper,50,0,8,1,1.632926946566859,0,1001.0,38
upper,50,0,9,1,0.9926725800038521,0,1001.0,38
upper,50,0,10,1,0.9926725800038518,0,1001.0,38
upper,50,0,11,1,0.8535133055179633,0,1001.0,38
upper,50,0,12,0,0.8535133055179633,0,1001.0,38
upper,50,0,13,1,0.9926725800038518,0,1001.0,38
upper,50,0,14,1,0.8535133055179633,0,1001.0,38
upper,50,0,15,1,0.8535133055179633,0,1001.0,38
upper,50,0,16,1,0.8529168424699933,0,1001.0,38
upper,50,0,17,1,0.8529168424699933,0,1001.0,38
upper,50,0,18,0,0.8236513957079223,0,1001.0,38
upper,50,0,19,1,0.8529168424699933,0,1001.0,38
upper,50,0,20,1,0.8529168424699933,0,1001.0,38
upper,50,0,21,1,0.836431670686199,0,1001.0,38
upper,50,0,22,0,0.8364316706861988,0,1001.0,38
upper,50,0,23,0,0.8529168424699933,0,1001.0,38
upper,50,0,24,0,0.8535133055179633,0,1001.0,38
upper,50,0,25,0,0.8535133055179633,0,1001.0,38
upper,50,0,26,1,0.8535133055179633,0,1001.0,38
upper,50,0,27,1,0.8535133055179633,0,1001.0,38
upper,50,0,28,1,0.8535133055179633,0,1001.0,38
upper,50,0,29,1,0.8529168424699933,0,1001.0,38
upper,50,0,30,0,0.8364316706861991,0,1001.0,38
upper,50,0,31,0,0.8529168424699933,0,1000.5,38
upper,50,0,32,1,0.8529168424699933,0,996.5,38
upper,50,0,33,0,0.8529168424699933,0,988.0,38
upper,50,0,34,0,0.8535133055179633,0,964.5,38
upper,50,0,35,1,0.8561264122670127,0,895.0,38
upper,50,0,36,1,0.9374778679305105,0,826.5,38
upper,50,0,37,0,0.8529168424699936,0,712.5,38
upper,50,4,0,1,inf,1,0.0,39
upper,50,4,1,1,inf,1,2.0,39
upper,50,4,2,1,inf,1,6.0,39
upper,50,4,3,1,inf,1,24.0,39
upper,50,4,4,1,inf,1,120.0,39
upper,50,4,5,1,inf,1,720.0,39
upper,50,4,6,1,1.8940233077085673,0,1001.0,39
upper,50,4,7,1,1.8940233077085669,0,1001.0,39
upper,50,4,8,1,1.7707111383205898,0,1001.0,39
upper,50,4,9,0,1.77071113832059,0,1001.0,39
upper,50,4,10,1,1.8940233077085673,0,1001.0,39
upper,50,4,11,1,1.77071113832059,0,1001.0,39
upper,50,4,12,1,1.77071113832059,0,1001.0,39
upper,50,4,13,0,1.70387561888586,0,1001.0,39
upper,50,4,14,1,1.77071113832059,0,1001.0,39
upper,50,4,15,0,1.77071113832059,0,1001.0,39
upper,50,4,16,1,1.77071113832059,0,1001.0,39
upper,50,4,17,0,1.77071113832059,0,1001.0,39
upper,50,4,18,1,1.8940233077085669,0,1001.0,39
upper,50,4,19,1,1.7707111383205902,0,1001.0,39
upper,50,4,20,1,1.77071113832059,0,1001.0,39
upper,50,4,21,1,1.70387561888586,0,1001.0,39
upper,50,4,22,1,1.70387561888586,0,1001.0,39
upper,50,4,23,1,1.70387561888586,0,1001.0,39
upper,50,4,24,1,1.5575284695317433,0,1001.0,39
upper,50,4,25,1,1.5575284695317433,0,1001.0,39
upper,50,4,26,0,1.3980792068945624,0,1001.0,39
upper,50,4,27,1,1.557528469531743,0,1001.0,39
upper,50,4,28,1,1.3980792068945624,0,1000.5,39
upper,50,4,29,1,1.3980792068945624,0,1001.0,39
upper,50,4,30,0,1.3980792068945624,0,1001.0,39
upper,50,4,31,1,1.5575284695317433,0,1000.5,39
upper,50,4,32,1,1.2574780566556716,0,996.0,39
