Experiment Results - 20250802_132554
==================================================
n_online_list: [200]
n_runs: 1000
alpha: 0.4
M: 1000
==================================================

Per-t selection conditional statistics (mean/std across simulations):
    Method |    t |  Count | CovMean |  CovStd | LenMedian |  LenStd | InfFracMean |  InfFracStd |  CalMean |   CalStd
     Upper |   92 |    239 |   0.669 |   0.470 |   1.676 |   0.427 |       0.000 |       0.000 |  312.552 |   94.088
     Upper |   93 |    235 |   0.655 |   0.475 |   1.740 |   0.386 |       0.000 |       0.000 |  307.447 |   92.803
     Upper |   94 |    222 |   0.635 |   0.481 |   1.744 |   0.355 |       0.000 |       0.000 |  322.054 |   91.572
     Upper |   95 |    244 |   0.631 |   0.482 |   1.686 |   0.382 |       0.000 |       0.000 |  307.846 |   96.053
     Upper |   96 |    244 |   0.643 |   0.479 |   1.733 |   0.354 |       0.000 |       0.000 |  312.012 |   91.267
     Upper |   97 |    218 |   0.670 |   0.470 |   1.694 |   0.327 |       0.000 |       0.000 |  320.585 |   88.176
     Upper |   98 |    253 |   0.660 |   0.474 |   1.712 |   0.335 |       0.000 |       0.000 |  314.298 |   87.990
     Upper |   99 |    246 |   0.650 |   0.477 |   1.738 |   0.366 |       0.000 |       0.000 |  300.441 |   94.314
     Upper |  100 |    254 |   0.685 |   0.465 |   1.715 |     nan |       0.004 |       0.063 |  312.006 |   88.293
     Upper |  101 |    267 |   0.674 |   0.469 |   1.716 |   0.343 |       0.000 |       0.000 |  311.275 |   87.830
     Upper |  102 |    255 |   0.690 |   0.462 |   1.703 |   0.328 |       0.000 |       0.000 |  307.892 |   91.737
     Upper |  103 |    245 |   0.678 |   0.467 |   1.718 |   0.335 |       0.000 |       0.000 |  299.012 |   98.380
     Upper |  104 |    242 |   0.661 |   0.473 |   1.721 |   0.345 |       0.000 |       0.000 |  304.112 |   99.278
     Upper |  105 |    230 |   0.648 |   0.478 |   1.754 |   0.345 |       0.000 |       0.000 |  303.435 |   89.820
     Upper |  106 |    242 |   0.653 |   0.476 |   1.742 |   0.335 |       0.000 |       0.000 |  309.907 |   92.438
     Upper |  107 |    223 |   0.619 |   0.486 |   1.695 |   0.346 |       0.000 |       0.000 |  311.861 |   86.053
     Upper |  108 |    255 |   0.686 |   0.464 |   1.721 |   0.315 |       0.000 |       0.000 |  305.304 |   93.916
     Upper |  109 |    235 |   0.664 |   0.472 |   1.754 |   0.346 |       0.000 |       0.000 |  297.453 |   88.629
     Upper |  110 |    255 |   0.600 |   0.490 |   1.703 |   0.315 |       0.000 |       0.000 |  302.041 |   90.172
     Upper |  111 |    242 |   0.653 |   0.476 |   1.711 |   0.346 |       0.000 |       0.000 |  310.498 |   84.714
     Upper |  112 |    236 |   0.703 |   0.457 |   1.725 |   0.335 |       0.000 |       0.000 |  296.358 |   88.162
     Upper |  113 |    243 |   0.671 |   0.470 |   1.698 |   0.321 |       0.000 |       0.000 |  304.202 |   88.389
     Upper |  114 |    258 |   0.702 |   0.458 |   1.710 |   0.333 |       0.000 |       0.000 |  299.242 |   88.744
     Upper |  115 |    252 |   0.675 |   0.469 |   1.734 |   0.356 |       0.000 |       0.000 |  292.837 |   92.705
     Upper |  116 |    234 |   0.632 |   0.482 |   1.679 |   0.336 |       0.000 |       0.000 |  306.955 |   90.216
     Upper |  117 |    234 |   0.581 |   0.493 |   1.721 |   0.322 |       0.000 |       0.000 |  301.291 |   91.758
     Upper |  118 |    260 |   0.650 |   0.477 |   1.700 |   0.368 |       0.000 |       0.000 |  303.719 |   90.597
     Upper |  119 |    250 |   0.568 |   0.495 |   1.721 |   0.345 |       0.000 |       0.000 |  307.684 |   89.636
     Upper |  120 |    234 |   0.632 |   0.482 |   1.694 |   0.331 |       0.000 |       0.000 |  311.472 |   86.557
     Upper |  121 |    237 |   0.675 |   0.468 |   1.721 |   0.339 |       0.000 |       0.000 |  298.023 |   90.263
     Upper |  122 |    241 |   0.668 |   0.471 |   1.670 |   0.324 |       0.000 |       0.000 |  311.274 |   84.146
     Upper |  123 |    215 |   0.698 |   0.459 |   1.699 |   0.334 |       0.000 |       0.000 |  311.677 |   94.308
     Upper |  124 |    251 |   0.685 |   0.464 |   1.721 |   0.353 |       0.000 |       0.000 |  299.100 |   90.004
     Upper |  125 |    237 |   0.637 |   0.481 |   1.712 |   0.315 |       0.000 |       0.000 |  303.905 |   84.563
     Upper |  126 |    232 |   0.711 |   0.453 |   1.702 |   0.342 |       0.000 |       0.000 |  298.375 |   94.590
     Upper |  127 |    246 |   0.679 |   0.467 |   1.744 |   0.334 |       0.000 |       0.000 |  315.728 |   80.450
     Upper |  128 |    236 |   0.661 |   0.473 |   1.735 |   0.322 |       0.000 |       0.000 |  300.814 |   88.265
     Upper |  129 |    246 |   0.675 |   0.468 |   1.653 |   0.308 |       0.000 |       0.000 |  303.854 |   83.551
     Upper |  130 |    244 |   0.664 |   0.472 |   1.671 |   0.304 |       0.000 |       0.000 |  299.707 |   88.703
     Upper |  131 |    251 |   0.649 |   0.477 |   1.662 |   0.325 |       0.000 |       0.000 |  301.426 |   85.341
     Upper |  132 |    226 |   0.611 |   0.488 |   1.715 |   0.323 |       0.000 |       0.000 |  300.513 |   89.760
     Upper |  133 |    241 |   0.656 |   0.475 |   1.695 |   0.292 |       0.000 |       0.000 |  296.023 |   88.105
     Upper |  134 |    281 |   0.655 |   0.475 |   1.709 |   0.296 |       0.000 |       0.000 |  308.027 |   81.239
     Upper |  135 |    256 |   0.656 |   0.475 |   1.708 |   0.298 |       0.000 |       0.000 |  300.199 |   81.299
     Upper |  136 |    262 |   0.645 |   0.479 |   1.661 |   0.300 |       0.000 |       0.000 |  303.725 |   80.349
     Upper |  137 |    241 |   0.643 |   0.479 |   1.703 |   0.314 |       0.000 |       0.000 |  308.820 |   81.270
     Upper |  138 |    261 |   0.663 |   0.473 |   1.630 |   0.330 |       0.000 |       0.000 |  307.354 |   82.867
     Upper |  139 |    254 |   0.642 |   0.479 |   1.668 |   0.306 |       0.000 |       0.000 |  299.463 |   85.722
     Upper |  140 |    257 |   0.623 |   0.485 |   1.673 |   0.299 |       0.000 |       0.000 |  302.220 |   84.782
     Upper |  141 |    265 |   0.653 |   0.476 |   1.716 |   0.288 |       0.000 |       0.000 |  296.958 |   88.115
     Upper |  142 |    227 |   0.626 |   0.484 |   1.669 |   0.278 |       0.000 |       0.000 |  298.123 |   85.889
     Upper |  143 |    245 |   0.661 |   0.473 |   1.673 |   0.301 |       0.000 |       0.000 |  290.602 |   93.405
     Upper |  144 |    269 |   0.658 |   0.474 |   1.685 |   0.279 |       0.000 |       0.000 |  297.106 |   85.852
     Upper |  145 |    239 |   0.632 |   0.482 |   1.674 |   0.274 |       0.000 |       0.000 |  288.990 |   89.300
     Upper |  146 |    250 |   0.596 |   0.491 |   1.660 |   0.295 |       0.000 |       0.000 |  298.614 |   86.637
